Gender,Age_2,Marital,Parental,Education,Religion,Occupation,CoupleStatus,Income,CouplePeriod,NumCouple,NumCouple_2,Empathy_01,Respect_02,Distancing_03,Growth_04,Patience_05,Growth_06,Respect_07,Distancing_08,Growth_09,Empathy_10,Empathy_11,Patience_12,Growth_13,Patience_14,Respect_15,Distancing_16,Empathy_17,Respect_18,Patience_19,Growth_20,Respect_21,Patience_22,Extraversion_01,Extraversion_02,Extraversion_03,Extraversion_04,Neuroticism_05,Neuroticism_06,Neuroticism_07,Neuroticism_08,Openness_09,Openness_10,Openness_11,Openness_12,Agreeableness_13,Agreeableness_14,Agreeableness_15,Agreeableness_16,Conscientiousness_17,Conscientiousness_18,Conscientiousness_19,Conscientiousness_20,Avoidance_01,Dominance_02,Compromise_03,Accomodation_04,Collaboration_05,Avoidance_06,Dominance_07,Compromise_08,Accomodation_09,Collaboration_10,Avoidance_11,Dominance_12,Compromise_13,Accomodation_14,Collaboration_15,Avoidance_16,Dominance_17,Compromise_18,Accomodation_19,Collaboration_20,Avoidance_21,Dominance_22,Compromise_23,Accomodation_24,Collaboration_25,satisfaction_01,satisfaction_02,satisfaction_03,satisfaction_04,satisfaction_05,satisfaction_06,satisfaction_07,satisfaction_08,satisfaction_09,ADCRS,TD,PD,RD,GD,DD,Extraversion,Neuroticism,Openness,Agreeableness,Conscientiousness,Compromising,Integrating,Obliging,Avoiding,Dominating,PositiveStrategy,NegativeStrategy,CoupleSatisfaction
1,1,1,1,4,1,2,1,2,4,2,,5,4,5,6,6,5,6,4,5,6,6,5,5,6,5,3,5,4,5,6,5,5,4,2,2,3,2,2,3,1,2,2,2,2,3,4,4,4,3,3,4,3,3,2,4,4,4,2,2,3,4,4,3,3,4,4,4,3,2,4,4,4,3,2,3,4,4,4,3,4,5,4,4,4,4,4,112,27,22,24,27,12,11,8,8,15,13,18,20,20,14,11,38,25,36
1,1,1,1,4,1,2,1,5,8,5,5,6,6,5,7,7,5,6,7,7,7,7,7,7,7,6,6,6,5,7,7,6,6,4,4,4,4,1,1,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,4,2,4,3,3,140,34,26,29,33,18,16,8,12,16,16,15,20,17,19,18,35,37,30
1,1,1,1,3,2,1,1,3,4,1,,6,6,5,4,7,6,5,6,7,7,7,6,5,7,5,6,6,5,6,5,6,7,5,5,3,4,1,2,1,2,4,5,4,4,3,4,4,4,4,3,5,4,2,1,4,5,4,1,1,4,4,4,5,2,4,4,5,4,2,3,4,4,4,1,4,4,2,5,5,3,4,5,5,4,5,4,130,33,26,27,27,17,17,6,17,15,16,19,19,21,16,7,38,23,40
1,1,1,1,3,4,1,1,2,2,5,7,3,3,4,2,4,5,4,3,3,2,5,4,3,6,5,4,4,5,4,5,4,5,3,3,3,3,3,2,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,2,3,3,2,3,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,2,3,3,2,4,3,3,87,23,14,21,18,11,12,12,11,14,12,14,14,14,15,16,28,31,27
1,1,1,1,4,1,5,1,5,7,5,17,5,3,3,4,6,3,5,5,4,3,5,6,3,5,3,2,4,3,5,4,6,5,5,4,4,4,2,2,2,2,5,5,3,2,3,3,4,3,4,2,3,3,4,3,4,4,4,2,3,3,4,3,3,4,2,2,3,2,4,3,4,3,4,2,3,3,3,5,4,4,5,5,5,5,5,5,92,27,17,20,18,10,17,8,15,13,12,15,16,17,15,16,31,31,43
1,1,1,1,4,2,6,1,2,2,5,6,5,4,6,6,5,4,6,6,6,6,6,4,7,5,4,6,5,4,4,6,4,5,4,3,4,4,2,2,1,2,3,3,2,4,5,4,5,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,5,4,3,2,3,5,4,3,3,3,4,4,5,3,5,5,5,5,5,5,5,114,23,22,22,29,18,15,7,12,18,16,16,20,22,17,14,36,31,43
1,1,1,1,3,1,1,1,1,1,2,,6,4,5,4,3,4,5,5,3,6,5,3,4,5,3,5,7,3,4,4,5,5,3,2,2,3,1,2,1,3,3,4,3,3,4,1,5,3,3,2,2,3,4,1,3,4,4,2,1,4,4,5,4,4,4,4,5,3,1,4,3,4,4,1,5,4,3,4,4,4,4,4,4,4,5,5,98,20,24,20,19,15,10,7,13,13,10,20,21,19,17,8,41,25,38
1,1,1,1,4,1,2,1,2,2,5,15,4,4,4,4,3,5,2,6,5,6,5,3,5,3,2,6,6,2,3,5,4,4,4,4,4,3,1,1,1,1,4,3,4,3,3,2,4,3,4,4,4,3,1,1,3,4,4,1,1,3,4,4,3,1,4,4,4,1,2,3,4,4,4,2,3,4,4,4,3,3,3,4,2,4,3,3,91,16,21,14,24,16,15,4,14,12,15,16,20,20,10,7,36,17,29
1,1,1,1,3,1,1,1,4,4,5,6,4,3,5,5,4,4,4,4,4,5,5,3,5,3,4,4,4,4,4,5,3,3,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,2,89,17,18,18,23,13,16,8,16,16,16,19,20,20,19,18,39,37,27
1,1,1,1,5,2,2,1,2,6,3,,5,6,6,5,7,6,6,6,7,7,7,7,6,7,5,5,6,5,6,6,4,7,4,2,2,3,1,1,1,2,3,3,2,2,4,3,4,4,4,3,4,4,3,2,4,5,4,4,1,4,4,4,4,2,4,4,4,3,2,4,5,4,3,1,2,5,3,5,5,5,5,5,5,5,5,5,132,34,25,26,30,17,11,5,10,15,15,18,19,23,17,8,37,25,45
1,1,1,1,2,1,1,1,3,4,1,,6,3,6,5,2,6,4,5,5,5,4,1,6,3,2,6,6,3,2,5,3,3,4,4,3,4,2,3,4,3,5,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,5,4,3,3,3,3,4,4,3,4,5,3,4,4,3,3,4,3,4,4,4,4,5,4,4,4,4,4,91,11,21,15,27,17,15,12,16,14,15,19,18,17,18,19,37,37,37
1,1,1,1,2,1,4,1,1,3,5,12,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,5,4,5,4,94,21,17,22,21,13,12,12,12,12,12,16,15,15,15,15,31,30,39
1,1,1,1,2,2,8,1,2,1,2,,1,5,5,4,5,5,3,5,3,5,2,4,5,3,2,5,4,5,4,5,2,2,3,3,2,3,4,3,3,4,3,4,4,3,2,3,4,3,2,3,4,3,4,3,3,3,3,4,2,4,5,4,4,3,3,4,3,2,4,3,4,3,3,4,3,2,3,4,3,2,4,1,4,3,2,5,84,18,12,17,22,15,11,14,14,12,12,16,16,18,17,16,32,33,28
1,1,1,1,3,1,1,1,5,3,5,16,7,4,5,6,3,4,3,3,5,6,5,4,5,2,3,4,6,3,3,3,2,3,4,3,3,3,2,4,2,4,5,4,3,4,3,3,4,2,4,3,4,4,2,3,4,3,4,2,3,4,3,3,4,3,4,3,2,3,4,3,4,4,4,3,4,5,3,4,3,4,4,3,4,3,4,3,89,15,24,15,23,12,13,12,16,12,15,19,16,18,15,16,35,31,32
1,1,1,1,4,1,7,1,3,2,3,,5,5,5,5,6,4,6,5,6,6,6,5,6,6,4,5,6,4,5,6,4,6,2,2,2,3,2,2,2,2,3,3,4,3,3,2,5,4,4,2,3,3,4,2,4,3,4,2,1,5,3,4,4,2,4,4,4,5,2,3,3,4,3,1,4,4,5,3,3,3,3,3,3,4,3,4,116,28,23,23,27,15,9,8,13,14,12,20,21,17,18,8,41,26,29
1,1,1,1,4,1,2,1,3,4,5,12,5,3,5,5,2,3,3,4,5,5,4,2,7,3,3,5,6,3,4,2,1,2,5,4,5,5,1,1,1,3,5,5,5,5,5,3,4,3,5,5,5,5,4,4,4,5,5,3,5,5,5,5,4,5,5,5,5,4,2,4,4,4,5,3,4,4,4,4,2,4,5,4,2,4,4,4,82,13,20,13,22,14,19,6,20,15,20,22,23,23,20,19,45,39,33
1,1,1,1,4,3,2,1,5,5,3,,5,5,3,6,6,3,5,6,7,6,7,5,6,7,6,6,6,6,6,7,7,6,4,4,5,5,2,2,3,2,4,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,3,4,4,5,4,4,2,2,4,4,4,5,1,4,4,5,4,4,4,4,4,5,5,5,4,127,30,24,29,29,15,18,9,15,16,20,21,19,20,19,15,40,34,39
1,1,1,1,3,1,1,1,2,2,3,,7,4,7,7,4,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,5,5,5,4,4,4,3,2,5,5,5,5,5,3,5,5,5,5,5,4,3,5,2,4,2,5,4,4,4,3,2,4,2,1,5,1,1,5,5,4,2,3,5,2,5,5,4,2,5,5,4,4,5,146,32,28,30,35,21,20,15,17,18,20,17,16,18,18,13,33,31,39
1,1,1,1,3,2,1,1,3,1,4,,6,3,5,5,2,5,2,5,6,5,6,3,6,3,3,5,5,3,2,5,2,3,4,5,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,2,3,3,2,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,3,4,4,3,2,3,4,3,2,3,2,90,13,22,13,27,15,18,16,18,16,16,16,17,16,17,17,33,34,26
1,1,1,1,4,1,7,1,5,3,5,8,7,3,7,7,6,6,6,5,6,7,7,6,6,6,6,5,7,6,6,6,6,6,3,3,2,3,1,2,1,4,3,3,3,4,3,3,4,3,5,2,4,4,1,1,4,5,4,1,1,4,3,4,1,2,4,3,4,1,1,4,4,4,4,1,3,4,4,4,4,3,4,4,5,4,5,4,133,30,28,27,31,17,11,8,13,13,15,19,20,19,8,6,39,14,37
1,1,1,1,4,4,4,1,4,8,1,,7,4,6,6,6,6,7,6,7,7,7,6,7,6,6,6,7,4,5,7,6,6,3,2,2,2,1,1,1,3,3,3,3,4,3,4,4,4,4,3,4,4,3,3,5,4,5,1,1,4,4,5,5,3,4,4,5,3,3,5,5,5,4,1,3,5,4,5,5,3,5,4,5,5,5,4,135,29,28,27,33,18,9,6,13,15,15,21,24,22,16,11,45,27,41
1,1,1,1,3,1,1,1,2,6,3,,5,6,3,6,7,6,7,1,6,3,6,2,3,1,1,2,6,6,2,6,6,2,4,4,3,4,4,4,1,4,1,4,2,4,5,1,5,3,2,4,3,4,4,3,2,2,4,3,3,4,3,2,5,1,5,1,4,4,3,3,4,2,3,2,4,3,5,2,1,2,1,3,2,5,4,4,93,14,20,26,27,6,15,13,11,14,13,18,17,13,19,12,35,31,24
1,1,1,1,3,1,1,1,2,3,3,,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,5,4,4,3,3,2,2,1,3,4,4,4,4,3,4,4,2,3,2,4,3,3,4,4,4,4,3,3,4,4,4,4,2,4,4,4,1,1,4,4,4,4,2,4,4,4,5,4,4,5,4,5,5,5,5,90,23,16,19,20,12,14,8,16,13,12,20,20,20,15,12,40,27,42
1,1,1,1,4,1,2,1,2,5,5,5,4,5,5,5,4,4,3,5,4,4,5,3,4,3,4,5,4,3,3,4,4,4,3,4,4,3,2,3,4,4,3,5,3,4,3,4,4,3,4,4,3,3,3,2,3,2,4,4,3,3,4,4,3,3,4,4,4,3,3,4,3,5,4,4,4,2,3,3,2,4,3,3,2,4,2,3,89,17,17,19,21,15,14,13,15,14,14,18,20,15,17,15,38,32,26
1,1,1,1,4,1,1,1,2,2,2,,5,4,5,6,4,5,4,3,5,3,4,6,4,2,1,5,4,3,3,4,4,3,4,4,3,4,2,2,3,2,3,4,3,3,2,4,5,3,2,4,2,3,4,3,2,3,2,3,5,3,3,2,4,3,4,2,3,2,3,4,4,3,3,2,4,5,3,3,4,4,3,2,4,4,3,2,87,18,16,16,24,13,15,9,13,14,11,17,13,17,16,16,30,32,29
1,2,1,1,4,1,2,1,2,4,3,,6,4,5,5,5,6,3,4,6,5,5,6,4,5,3,5,3,4,4,5,5,6,4,4,3,4,3,2,3,2,4,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,3,2,3,4,4,4,2,3,4,4,2,3,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,104,26,19,19,26,14,15,10,15,14,15,17,20,20,14,12,37,26,36
1,2,1,1,4,3,4,1,2,8,1,,6,4,6,6,4,6,4,5,5,6,6,4,6,4,4,5,6,3,4,5,4,4,4,3,2,3,2,2,2,2,3,3,3,3,4,3,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,107,20,24,19,28,16,12,8,12,14,15,19,20,20,17,15,39,32,36
1,2,1,1,4,1,2,1,3,1,5,7,5,4,5,4,6,4,4,5,5,5,6,6,4,6,4,5,6,5,4,4,5,6,5,4,3,4,3,2,2,3,3,4,3,3,3,3,4,3,4,3,4,3,3,2,4,4,4,2,1,4,4,4,4,2,4,4,4,3,2,3,4,4,4,1,2,4,3,3,4,3,5,3,4,4,5,4,108,28,22,22,21,15,16,10,13,13,14,17,19,20,16,8,36,24,35
1,2,1,1,4,2,2,1,2,2,2,,7,1,6,5,3,4,2,7,7,7,7,6,7,7,4,6,7,3,6,7,4,7,4,2,3,3,3,3,1,4,3,3,3,4,5,2,4,5,5,3,4,4,3,3,4,4,5,1,1,4,5,5,5,3,5,5,5,3,1,3,3,5,5,1,3,5,4,4,4,4,4,4,5,4,5,4,120,29,28,14,30,19,12,11,13,16,16,19,24,22,17,9,43,26,38
1,2,1,1,4,1,3,1,4,7,5,11,3,4,2,5,3,3,4,5,5,6,6,6,3,5,3,3,4,3,4,5,3,6,2,2,2,2,2,2,2,3,3,3,3,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,2,4,3,4,4,3,3,4,4,3,2,4,4,4,3,2,3,4,4,4,4,4,5,4,5,4,5,4,91,24,19,17,21,10,8,9,12,14,13,18,20,18,16,12,38,28,39
1,3,1,1,5,1,5,1,3,9,4,,6,4,5,6,4,5,2,5,5,5,6,4,6,2,5,3,5,4,3,4,4,4,5,5,4,4,2,3,2,1,5,5,4,4,3,4,4,3,3,4,3,4,4,3,4,4,5,3,2,2,2,4,4,3,5,2,3,3,2,3,3,3,2,2,4,2,2,5,4,4,5,4,5,5,5,4,97,17,22,19,26,13,18,8,18,14,14,18,17,13,16,12,35,28,41
1,3,1,1,4,1,6,1,3,4,4,,6,3,6,5,2,5,3,7,7,6,5,4,5,4,3,5,5,2,4,5,3,3,3,3,3,3,5,5,4,5,2,2,2,4,4,4,4,4,5,3,4,5,4,4,4,5,4,3,2,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,98,17,22,14,27,18,12,19,10,16,17,16,18,20,19,16,34,35,25
1,3,1,1,4,1,2,1,3,3,5,8,3,2,5,2,1,6,2,4,5,3,3,4,7,6,3,4,4,2,2,5,2,5,5,4,4,5,5,3,4,3,5,5,4,4,3,3,5,4,4,3,2,4,4,3,5,4,4,2,5,3,4,4,4,5,3,4,2,4,3,3,4,5,2,3,3,4,3,4,3,3,1,4,4,4,4,3,80,18,13,11,25,13,18,15,18,15,13,17,18,20,16,19,35,35,30
1,3,1,1,4,5,2,1,4,3,5,5,4,4,4,3,4,5,3,5,5,6,5,3,4,4,4,5,4,5,5,4,4,4,5,5,5,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,94,20,19,20,21,14,19,15,16,12,16,18,18,17,19,18,36,37,35
1,3,1,1,4,1,5,1,2,7,3,,6,4,5,5,2,5,2,6,6,6,6,5,6,5,4,5,5,3,3,5,5,5,4,3,2,3,2,3,4,2,3,3,2,4,4,4,4,4,4,3,3,4,4,2,4,3,4,2,2,4,4,3,4,3,4,4,4,4,2,3,3,4,4,2,3,4,3,4,4,3,4,3,4,3,4,4,104,20,23,18,27,16,12,11,12,16,14,18,18,18,18,11,36,29,33
1,3,1,1,4,2,2,1,4,6,4,,6,5,7,3,6,4,6,6,5,6,6,7,5,7,7,6,6,5,3,5,5,6,3,4,2,4,2,2,1,2,4,4,4,4,4,2,5,4,4,3,3,3,3,1,5,4,5,1,1,5,3,4,5,1,3,4,4,2,1,2,3,4,5,1,3,4,5,4,4,4,4,4,5,4,5,4,122,29,24,28,22,19,13,7,16,15,13,18,22,18,16,5,40,21,38
1,1,1,1,4,1,5,2,2,2,2,,6,4,5,5,5,5,4,5,6,6,5,5,5,6,6,5,6,4,5,5,6,5,4,3,4,4,3,2,3,4,2,2,2,4,4,4,4,2,4,4,4,3,4,3,4,4,5,3,2,3,4,4,4,3,4,4,4,3,2,3,4,4,3,1,3,4,4,4,3,3,3,1,5,2,3,3,114,26,23,24,26,15,15,12,10,14,15,17,21,20,17,11,38,28,27
1,1,1,1,5,1,1,2,5,6,3,,5,6,5,6,7,4,6,5,6,6,6,6,6,6,5,5,6,6,4,5,5,4,4,4,4,4,2,2,3,4,4,4,4,4,3,3,5,4,5,3,5,5,4,3,4,5,4,2,1,4,5,4,5,2,3,5,4,4,2,3,5,3,1,1,2,5,4,5,4,4,4,4,5,4,4,3,120,27,23,28,27,15,16,11,16,15,18,16,19,25,16,9,35,25,37
1,1,1,1,3,1,1,2,3,2,2,,4,5,5,4,4,4,4,5,5,6,6,5,3,5,5,4,5,4,5,5,4,5,4,4,4,4,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,4,2,4,4,4,4,3,3,2,2,1,4,3,3,2,3,3,4,3,4,4,3,4,4,4,4,3,4,102,24,21,22,21,14,16,8,13,16,16,15,15,17,14,14,30,28,34
1,1,1,1,2,1,7,2,1,3,1,,5,4,6,6,4,5,4,7,5,5,6,4,3,4,5,5,5,4,3,3,3,4,4,3,2,3,4,4,4,5,4,5,3,2,4,2,3,2,3,2,4,4,3,3,4,5,4,2,2,4,4,5,5,3,4,4,4,3,2,4,4,4,3,2,3,4,3,4,2,3,4,3,3,3,4,4,100,19,21,20,22,18,12,17,14,11,13,19,20,21,16,12,39,28,30
1,1,1,1,3,1,1,2,3,2,2,,5,3,5,5,3,5,3,5,5,5,5,4,5,4,3,5,5,4,3,5,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,94,18,20,16,25,15,16,12,16,16,16,20,20,20,20,20,40,40,36
1,1,1,1,2,4,8,2,3,2,5,12,5,3,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,5,7,6,3,7,5,4,2,4,4,3,4,2,4,4,2,3,4,4,4,4,4,3,4,4,3,2,4,4,4,4,1,3,4,2,3,2,3,4,4,3,2,3,4,4,4,1,3,4,4,4,2,3,5,4,5,1,5,1,122,31,23,23,27,18,15,13,13,16,15,16,18,20,17,8,34,25,30
1,1,1,1,4,5,7,2,1,2,2,,6,6,6,7,4,7,6,6,7,7,6,6,6,5,7,6,6,6,2,7,5,5,4,2,4,3,5,3,4,3,5,5,5,5,5,3,5,3,5,5,5,5,3,1,4,4,4,1,1,5,5,4,4,2,4,4,4,2,2,3,4,4,2,2,4,4,4,4,4,2,3,2,4,4,4,4,129,22,25,30,34,18,13,15,20,16,20,20,20,21,12,8,40,20,31
1,1,1,1,3,4,1,2,2,3,1,,5,4,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,6,4,4,4,3,3,2,2,2,2,4,4,4,4,3,4,3,4,4,3,4,4,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,4,1,4,4,3,3,1,2,4,4,4,4,4,4,3,4,2,5,3,107,22,20,25,25,15,14,8,16,14,15,18,19,20,19,5,37,24,33
1,1,1,1,3,1,1,2,5,4,5,13,7,3,6,7,7,5,5,7,7,6,7,6,6,6,5,6,7,5,6,6,7,6,3,2,4,3,2,1,4,4,2,3,4,5,4,5,4,4,5,4,5,4,4,4,4,4,4,3,2,4,5,4,5,2,4,5,4,3,2,4,5,4,4,2,4,5,4,5,4,4,5,4,4,4,5,4,133,31,27,25,31,19,12,11,14,17,18,20,20,24,19,12,40,31,39
1,1,1,1,3,1,1,2,3,1,1,,6,4,5,3,3,2,5,4,3,5,6,3,3,3,5,5,5,4,3,3,5,4,2,2,2,2,3,2,2,3,2,2,2,3,4,1,4,4,4,2,4,4,3,2,4,4,4,4,1,4,4,4,4,2,3,4,4,1,2,4,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,89,16,22,23,14,14,8,10,9,13,14,18,20,20,16,8,38,24,35
1,1,1,1,4,2,5,2,2,4,3,,7,3,7,5,4,5,1,6,4,5,5,2,4,5,2,6,7,3,4,7,2,3,5,3,3,5,1,1,1,1,4,3,5,3,3,4,5,4,3,4,5,4,5,3,3,4,4,4,5,2,4,4,5,3,4,5,2,5,4,3,3,4,2,3,2,2,4,5,1,5,5,5,1,5,5,5,97,18,24,11,25,19,16,4,15,16,16,14,18,18,21,18,32,39,37
1,1,1,1,4,1,3,2,2,2,3,,4,4,4,5,4,5,3,4,5,3,4,4,4,5,3,6,5,3,3,4,4,4,3,4,3,3,3,3,2,3,2,2,2,4,2,4,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,4,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,90,20,16,17,23,14,13,11,10,12,12,15,14,16,15,11,29,26,31
1,2,1,1,4,2,2,2,2,2,4,,5,3,6,6,2,5,5,5,5,6,6,4,5,4,3,6,6,4,5,6,4,5,5,5,5,5,2,1,3,2,5,5,5,5,4,4,3,4,4,4,3,3,1,4,4,3,3,2,2,4,3,4,4,4,4,4,5,2,4,4,3,4,5,3,3,4,3,4,4,4,5,4,5,4,5,4,106,20,23,19,27,17,20,8,20,15,14,19,19,17,14,17,38,31,39
1,2,1,1,2,1,3,2,1,3,5,20,4,3,4,5,2,4,5,3,5,5,5,3,4,4,3,3,6,3,4,4,3,3,3,2,1,2,2,3,3,4,3,2,2,2,3,2,3,2,3,3,3,3,2,3,3,4,4,2,1,2,3,3,2,3,2,4,4,3,3,3,3,3,4,2,2,4,3,2,4,3,2,1,5,1,2,3,85,16,20,17,22,10,8,12,9,10,12,12,17,18,13,12,29,25,23
1,2,1,1,5,1,2,2,3,6,3,,5,4,3,3,3,4,4,4,3,4,4,4,3,5,3,6,4,4,4,3,5,5,2,3,3,2,2,3,3,2,2,3,4,4,3,2,3,3,2,2,2,2,2,4,3,4,4,5,5,3,4,3,2,3,4,3,3,3,3,2,2,2,5,4,3,3,2,2,3,2,4,4,2,3,3,2,87,21,17,20,16,13,10,10,13,11,8,15,14,16,17,19,29,36,25
1,2,1,1,4,3,1,2,2,3,3,,6,2,6,5,2,6,5,6,6,6,6,4,6,5,3,6,5,3,6,5,5,5,3,3,4,3,3,4,4,3,3,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,4,5,4,4,4,3,4,4,5,4,4,4,4,5,4,4,2,4,4,2,4,4,3,109,22,23,18,28,18,13,14,13,14,14,20,21,19,19,18,41,37,31
1,2,1,1,4,1,4,2,3,5,4,,6,3,4,5,3,6,4,5,5,6,4,4,4,3,5,4,5,4,4,3,4,4,4,4,3,5,2,3,2,3,4,2,3,4,3,4,4,3,3,4,3,2,3,4,3,3,2,3,4,3,3,3,2,3,3,3,4,3,3,2,3,4,3,3,2,3,4,4,3,3,2,3,4,3,2,3,95,18,21,20,23,13,16,10,13,14,12,13,17,15,14,17,30,31,27
1,2,1,1,2,2,2,2,2,6,5,10,5,3,4,4,4,4,3,4,5,5,4,4,4,3,4,5,4,4,3,4,4,3,3,3,2,3,3,2,4,4,3,3,2,2,4,3,4,3,4,2,3,4,3,3,4,4,4,3,1,3,4,4,4,2,3,4,4,2,1,4,3,3,4,1,2,4,3,5,5,5,5,1,5,1,5,4,87,17,18,18,21,13,11,13,10,14,13,16,18,19,16,8,34,24,36
1,2,1,1,4,1,4,2,2,3,5,10,6,5,7,7,6,7,6,5,7,7,7,7,7,7,6,7,7,6,7,7,7,7,4,4,3,3,1,1,5,3,5,5,3,5,4,1,4,4,5,5,5,5,2,1,5,5,5,1,1,5,4,5,3,3,5,5,5,5,1,5,5,5,5,1,4,5,5,4,3,3,2,3,3,3,4,3,145,34,27,30,35,19,14,10,18,13,20,24,25,24,16,7,49,23,28
