Gender,Age_2,Marital,Parental,Education,Religion,Occupation,CoupleStatus,Income,CouplePeriod,NumCouple,NumCouple_2,Empathy_01,Respect_02,Distancing_03,Growth_04,Patience_05,Growth_06,Respect_07,Distancing_08,Growth_09,Empathy_10,Empathy_11,Patience_12,Growth_13,Patience_14,Respect_15,Distancing_16,Empathy_17,Respect_18,Patience_19,Growth_20,Respect_21,Patience_22,Extraversion_01,Extraversion_02,Extraversion_03,Extraversion_04,Neuroticism_05,Neuroticism_06,Neuroticism_07,Neuroticism_08,Openness_09,Openness_10,Openness_11,Openness_12,Agreeableness_13,Agreeableness_14,Agreeableness_15,Agreeableness_16,Conscientiousness_17,Conscientiousness_18,Conscientiousness_19,Conscientiousness_20,Avoidance_01,Dominance_02,Compromise_03,Accomodation_04,Collaboration_05,Avoidance_06,Dominance_07,Compromise_08,Accomodation_09,Collaboration_10,Avoidance_11,Dominance_12,Compromise_13,Accomodation_14,Collaboration_15,Avoidance_16,Dominance_17,Compromise_18,Accomodation_19,Collaboration_20,Avoidance_21,Dominance_22,Compromise_23,Accomodation_24,Collaboration_25,satisfaction_01,satisfaction_02,satisfaction_03,satisfaction_04,satisfaction_05,satisfaction_06,satisfaction_07,satisfaction_08,satisfaction_09,ADCRS,TD,PD,RD,GD,DD,Extraversion,Neuroticism,Openness,Agreeableness,Conscientiousness,Compromising,Integrating,Obliging,Avoiding,Dominating,PositiveStrategy,NegativeStrategy,CoupleSatisfaction
2,3,2,3,4,4,7,1,2,9,5,20,6,5,4,6,6,6,3,6,6,6,6,6,6,6,4,5,6,3,6,6,3,6,2,4,2,2,1,1,2,2,4,4,2,3,3,2,4,4,4,3,4,4,2,4,4,4,4,2,2,4,4,4,4,3,4,4,4,3,4,4,4,4,2,3,3,4,4,4,4,4,5,4,5,4,5,4,117,30,24,18,30,15,10,6,13,13,15,19,20,20,13,16,39,29,39
2,3,2,3,4,1,7,1,5,9,4,,7,3,6,6,3,6,5,6,6,3,6,4,6,5,6,6,7,3,6,6,6,5,4,4,4,4,1,1,2,1,3,4,2,1,4,4,4,5,5,4,5,3,3,4,4,4,5,4,3,5,3,4,3,4,4,3,4,3,4,4,3,4,5,4,3,4,4,4,3,2,3,4,5,3,5,4,117,23,23,23,30,18,16,5,10,17,17,20,21,17,18,19,41,37,33
2,3,2,3,4,1,7,1,2,1,1,,3,4,3,4,4,4,5,3,5,6,5,2,3,5,4,4,4,4,3,5,4,4,5,4,4,4,3,3,4,4,4,3,3,4,5,5,5,4,4,4,4,4,3,4,3,2,2,3,3,3,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,4,3,4,3,3,4,2,4,3,3,88,18,18,21,21,10,17,14,14,19,16,15,18,18,15,16,33,31,29
2,3,2,1,4,1,2,1,4,6,1,,4,3,4,4,4,5,3,5,4,5,4,4,4,3,4,4,4,4,3,5,4,3,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,87,17,17,18,22,13,14,12,14,14,14,18,18,18,18,17,36,35,34
2,3,2,3,4,1,7,1,3,10,3,,6,2,6,6,6,6,3,6,6,6,6,6,6,6,3,6,6,3,6,6,5,6,5,5,5,5,2,3,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,4,4,3,1,5,4,4,4,3,4,3,4,2,3,3,2,3,2,2,3,3,3,5,5,4,5,5,5,5,5,5,118,30,24,16,30,18,20,13,20,19,20,19,18,16,15,12,37,27,44
2,3,2,4,2,1,4,1,4,8,2,,6,1,6,7,3,4,1,4,4,6,7,2,6,4,2,6,7,2,4,4,2,3,5,5,3,3,2,2,2,4,3,3,3,2,4,4,4,4,5,3,5,5,3,1,3,4,3,2,1,3,4,4,5,1,2,4,4,3,1,2,4,3,3,1,4,4,3,4,4,3,3,3,3,3,4,3,91,16,26,8,25,16,16,10,11,16,18,14,17,20,16,5,31,21,30
2,3,2,3,4,1,2,1,3,9,4,,6,3,5,6,2,6,3,4,4,5,5,2,5,3,2,6,6,3,3,6,2,3,4,3,4,4,3,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,90,13,22,13,27,15,15,14,13,14,15,16,19,17,18,17,35,35,30
2,3,2,2,4,2,2,1,3,10,1,,5,3,4,5,4,4,3,4,5,5,5,4,4,3,3,4,5,3,3,4,3,4,4,4,3,4,3,2,4,4,4,4,4,5,5,2,4,3,5,3,5,5,3,2,3,3,3,3,3,3,2,3,3,3,4,3,3,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,2,5,3,87,18,20,15,22,12,15,13,17,14,18,14,14,13,14,12,28,26,27
2,3,2,4,4,4,7,1,3,10,1,,6,3,5,5,6,3,5,6,4,5,5,4,5,4,3,5,6,2,5,3,3,3,2,4,4,4,2,4,4,3,4,4,3,2,4,2,4,4,4,2,4,4,4,4,3,4,4,1,2,4,3,4,4,4,3,2,4,4,2,4,3,3,2,3,3,4,2,3,3,3,3,3,4,3,3,2,96,22,22,16,20,16,14,13,13,14,14,17,17,16,15,15,34,30,27
2,3,2,3,5,1,2,1,5,10,5,6,5,3,3,5,6,4,4,5,5,5,4,3,4,4,3,5,5,4,6,5,3,6,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,3,4,2,2,4,3,4,4,4,4,3,4,3,4,3,3,3,3,4,4,3,3,4,5,4,5,4,5,4,5,3,97,25,19,17,23,13,14,12,16,14,16,19,18,15,15,18,37,33,39
2,3,2,3,4,3,2,1,4,9,1,,5,2,4,4,4,4,3,5,5,5,5,4,5,4,3,5,5,3,3,5,3,4,4,4,4,4,3,3,3,2,4,4,3,3,4,4,4,4,5,5,5,5,4,3,3,2,4,3,3,4,3,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,3,90,19,20,14,23,14,16,11,14,16,20,17,14,14,17,15,31,32,30
2,3,2,3,4,4,7,1,3,9,1,,5,4,5,4,5,4,5,5,6,5,5,5,4,5,4,6,6,2,4,3,5,4,4,4,3,3,4,2,3,3,2,3,3,3,3,4,4,5,4,4,3,4,1,4,3,4,3,3,3,4,4,4,1,3,4,3,3,1,5,5,4,4,1,5,2,4,4,5,4,4,4,4,5,5,5,5,101,23,21,20,21,16,14,12,11,16,15,18,18,19,7,20,36,27,41
2,3,2,3,4,2,2,1,4,9,2,,7,1,5,3,3,2,3,7,5,6,6,3,6,4,3,6,6,4,4,4,3,3,2,2,2,3,4,3,4,4,2,2,2,2,2,2,2,2,4,2,4,3,2,3,4,4,4,2,3,4,3,4,4,3,4,3,4,2,2,4,3,2,3,3,3,3,4,4,4,3,5,4,4,4,5,3,94,17,25,14,20,18,9,15,8,8,13,19,18,16,13,14,37,27,36
2,3,2,4,4,4,8,1,3,10,3,,3,2,5,2,2,2,2,4,4,4,5,1,2,1,2,6,6,2,1,2,2,2,4,4,2,4,3,2,1,2,2,2,2,3,4,4,5,4,4,2,4,4,4,2,4,4,4,2,1,4,4,4,4,3,4,4,3,4,1,3,4,3,3,2,3,4,3,1,2,1,1,1,1,1,1,1,62,7,18,10,12,15,14,8,9,17,14,18,17,20,17,9,35,26,10
2,3,2,3,4,4,2,1,4,9,3,,6,3,5,6,3,5,5,5,5,6,7,4,5,6,3,5,6,3,4,5,3,4,4,4,3,4,2,4,3,4,3,3,3,3,4,4,4,4,4,3,5,5,2,3,2,3,4,3,3,3,4,4,4,4,4,2,3,3,4,4,2,4,4,4,3,4,4,4,3,4,4,3,5,4,5,4,104,21,25,17,26,15,15,13,12,16,17,16,19,15,16,18,35,34,36
2,3,2,2,2,2,2,1,2,9,3,,4,4,4,5,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,3,3,4,3,2,4,3,2,3,3,3,3,3,3,3,4,3,4,2,2,3,3,2,3,4,3,4,3,4,3,3,3,93,20,18,20,23,12,12,12,12,13,15,17,15,15,14,13,32,27,30
2,4,2,3,4,2,7,1,4,10,1,,5,4,5,4,5,3,6,5,4,4,5,4,5,3,4,5,5,5,3,4,4,3,2,3,2,2,2,2,1,2,2,2,2,3,4,3,4,4,4,3,4,4,3,2,3,3,2,3,1,3,4,3,4,1,3,4,2,4,1,2,4,1,5,1,1,4,1,4,3,4,4,4,5,4,5,4,95,18,19,23,20,15,9,7,9,15,15,12,9,19,19,6,21,25,37
2,4,2,3,5,4,2,1,2,10,2,,6,3,6,6,3,6,3,6,7,6,6,5,6,5,2,6,6,3,5,6,2,5,5,5,5,5,3,3,4,4,5,5,4,3,3,4,4,4,5,5,5,5,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,4,3,2,4,3,3,2,4,2,109,23,24,13,31,18,20,14,17,15,20,18,17,20,19,18,35,37,27
2,4,2,2,4,1,2,1,3,6,5,10,5,3,5,3,2,4,5,6,4,6,6,4,3,4,5,7,6,3,5,3,4,4,5,5,5,5,4,4,4,3,5,5,5,5,3,4,4,4,5,5,5,5,5,2,4,5,4,4,1,2,2,4,4,4,4,2,3,5,5,2,2,2,2,2,1,3,1,3,3,2,3,3,3,2,3,2,97,19,23,20,17,18,20,15,20,15,20,13,14,14,20,14,27,34,24
2,4,2,3,4,3,7,1,4,10,5,10,5,2,4,5,2,5,3,5,6,5,5,3,5,4,2,5,6,2,4,5,2,3,3,3,4,4,2,2,4,5,3,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,4,3,3,4,3,4,3,4,2,3,4,3,4,4,3,3,3,3,3,4,2,3,3,3,3,3,3,88,16,21,11,26,14,14,13,14,14,16,19,18,15,16,15,37,31,27
2,4,2,1,2,1,8,1,3,9,4,,5,3,7,6,4,2,7,5,7,6,5,3,5,4,3,5,3,4,4,6,4,4,4,4,3,3,3,2,1,3,4,4,3,3,4,3,4,4,4,3,3,3,4,1,4,4,4,5,1,4,4,4,4,3,4,5,4,5,3,1,5,4,5,1,1,4,3,4,4,3,3,4,5,3,5,3,102,19,19,21,26,17,14,9,14,15,13,14,19,22,23,9,33,32,34
2,4,2,3,2,4,7,1,1,10,2,,5,4,5,5,4,3,5,5,5,4,5,6,5,3,4,5,4,6,4,4,5,4,4,4,4,4,3,3,1,4,3,3,3,2,3,2,4,4,5,5,5,5,3,3,2,2,4,4,2,2,2,3,4,4,2,3,3,4,3,2,2,3,4,3,3,3,2,3,4,2,3,3,4,2,4,3,100,21,18,24,22,15,16,11,11,13,20,11,15,12,19,15,26,34,28
2,4,2,3,4,4,4,1,3,10,3,,4,3,4,5,3,5,5,4,4,5,6,5,5,5,4,4,5,3,2,4,3,3,4,2,3,3,3,3,3,4,3,2,2,3,4,4,4,4,5,4,4,5,3,3,2,3,4,2,1,2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,1,2,2,2,1,2,2,1,1,91,18,20,18,23,12,12,13,10,16,18,14,15,15,13,13,29,26,14
2,4,2,3,4,2,7,1,2,10,2,,6,4,6,6,4,5,4,6,6,6,6,6,6,6,6,6,6,4,5,5,3,6,4,4,4,4,3,2,2,4,4,3,4,5,3,4,4,4,4,3,4,4,3,1,4,4,3,1,1,2,3,4,4,2,3,3,4,1,2,2,3,4,1,1,3,4,5,4,5,4,5,4,5,4,5,4,118,27,24,21,28,18,16,11,16,15,15,14,20,17,10,7,34,17,40
2,4,2,3,4,1,2,1,5,10,3,,6,4,5,3,4,2,5,5,4,5,5,3,3,4,4,5,5,2,3,2,2,3,5,5,4,5,2,2,2,2,3,3,3,4,4,5,4,4,4,3,3,4,4,2,3,3,2,4,2,4,4,4,4,4,4,3,3,4,2,3,3,4,3,2,3,3,3,2,2,3,4,3,3,3,3,2,84,17,21,17,14,15,19,8,13,17,14,17,16,16,19,12,33,31,25
2,4,2,3,4,2,7,1,4,9,2,,5,3,6,6,6,5,5,5,5,5,5,6,5,6,4,6,5,5,6,5,5,6,5,3,3,4,3,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,2,2,4,4,4,3,1,4,4,4,4,2,4,4,4,3,1,4,4,3,3,2,3,4,2,3,5,3,5,4,5,4,5,3,115,30,20,22,26,17,15,9,15,16,16,19,17,20,15,8,36,23,37
2,4,2,3,2,1,4,1,2,10,1,,5,3,4,5,5,3,5,5,3,5,5,3,4,5,5,3,3,5,5,3,5,5,2,3,2,3,2,2,4,4,3,3,3,3,3,2,2,2,4,3,2,3,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,2,4,2,4,2,94,23,18,23,18,12,10,12,12,9,12,7,8,7,10,7,15,17,26
2,4,2,3,5,4,7,1,3,10,3,,5,4,5,5,6,5,4,5,5,6,6,5,5,6,5,4,5,4,4,5,5,4,3,3,2,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,2,4,3,4,2,1,4,3,4,4,4,4,4,4,3,2,3,3,4,3,2,3,4,4,4,4,3,3,3,4,3,4,3,108,25,22,22,25,14,11,13,15,16,15,18,20,17,15,11,38,26,31
2,4,2,3,2,1,4,1,3,10,1,,7,1,5,4,4,5,4,5,5,6,6,4,5,4,3,6,5,3,3,5,4,5,4,2,3,3,3,3,4,4,2,2,2,4,3,4,4,5,4,5,5,5,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,99,20,24,15,24,16,12,14,10,16,19,17,17,17,16,16,34,32,28
2,4,2,3,4,3,2,1,5,10,5,7,7,2,6,6,4,4,4,6,6,6,4,5,6,2,2,7,6,3,4,4,2,4,4,3,3,3,1,1,1,1,5,5,4,4,3,1,4,5,5,4,5,4,1,3,5,2,5,1,4,1,3,4,2,4,3,3,4,1,5,4,3,5,5,4,2,1,5,4,4,4,5,4,5,4,5,3,100,19,23,13,26,19,13,4,18,13,18,15,23,12,10,20,38,30,38
2,4,2,3,4,1,2,1,2,10,2,,5,3,3,6,6,5,3,6,6,7,6,7,6,7,3,5,7,3,4,5,5,5,4,3,2,4,1,2,2,3,2,3,2,4,3,4,4,4,5,3,3,4,4,3,2,3,3,3,2,3,3,4,4,3,3,2,4,4,3,2,3,3,5,4,3,3,4,4,5,4,5,4,5,4,5,4,113,29,25,17,28,14,13,8,11,15,15,13,18,14,20,15,31,35,40
2,4,2,3,4,3,2,1,5,10,2,,6,5,5,6,3,3,5,6,5,5,5,3,3,3,3,6,6,2,3,3,2,3,3,2,2,3,4,3,4,4,2,2,1,4,4,2,3,4,4,4,4,4,3,3,3,4,3,2,3,3,3,2,4,3,3,3,2,3,4,3,3,2,3,3,4,3,3,4,4,3,3,2,4,2,4,2,91,15,22,17,20,17,10,15,9,13,16,16,12,16,15,16,28,31,28
2,4,2,3,4,2,7,1,1,1,1,,4,4,4,3,5,3,4,4,4,3,3,5,4,4,4,3,3,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,86,23,13,21,18,11,12,11,9,11,8,17,18,18,17,17,35,34,36
2,4,2,3,5,3,2,1,3,10,3,,6,4,5,4,2,5,3,5,5,6,6,3,5,5,3,5,6,2,4,4,3,3,4,3,3,2,3,2,1,2,3,3,3,4,4,4,4,4,5,4,4,4,4,1,3,3,3,2,1,3,2,3,2,3,2,3,3,4,3,3,3,2,3,2,3,3,2,4,4,3,4,4,4,4,4,4,94,17,24,15,23,15,12,8,13,16,17,14,13,14,15,10,27,25,35
2,4,2,4,4,3,2,1,4,10,5,7,7,4,4,4,6,1,4,4,4,4,2,4,2,4,5,4,1,4,1,1,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,5,5,5,4,4,3,5,5,5,4,1,3,4,5,5,3,3,5,5,5,1,3,4,1,1,1,1,5,1,3,2,1,5,1,5,1,3,1,78,19,14,21,12,12,12,12,20,17,19,15,17,23,19,9,32,28,22
2,4,2,3,5,2,7,1,5,10,1,,4,5,6,3,6,3,4,6,4,7,7,7,5,7,7,5,5,3,7,1,2,7,5,4,4,4,2,2,3,2,3,2,2,2,4,4,4,4,5,5,5,5,3,4,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,2,2,3,2,4,3,4,4,3,3,3,111,34,23,21,16,17,17,9,9,16,20,19,16,16,20,19,35,39,29
2,4,2,3,4,3,2,1,2,10,3,,6,3,6,6,5,4,2,6,6,6,6,3,5,4,4,7,6,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,4,4,3,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,3,4,2,4,2,4,4,4,4,4,103,20,24,15,25,19,14,16,13,16,16,19,18,15,17,18,37,35,32
2,4,2,3,4,4,7,1,4,10,1,,5,4,3,5,4,5,3,5,4,5,5,3,5,3,3,5,5,2,3,4,3,2,4,2,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,2,3,4,4,4,4,4,5,3,4,4,4,5,3,4,3,3,4,3,3,2,3,3,2,3,2,3,3,3,3,2,4,3,86,15,20,15,23,13,12,16,12,14,15,17,15,21,19,15,32,34,26
2,4,2,2,4,2,8,1,3,10,1,,6,4,5,6,6,5,5,6,5,6,6,6,5,7,6,5,6,3,6,5,6,5,3,3,2,3,2,3,2,4,4,3,3,4,4,4,5,5,5,3,4,4,2,3,3,4,4,2,1,4,3,4,4,2,3,3,5,2,3,3,4,5,3,1,3,3,4,5,5,4,5,5,5,5,5,5,120,30,24,24,26,16,11,11,14,18,16,16,22,17,13,10,38,23,44
2,4,2,3,5,3,7,1,3,10,2,,6,3,6,5,5,5,5,6,5,5,5,6,5,6,3,6,5,3,5,5,6,6,2,3,3,2,4,3,2,4,5,5,4,4,4,3,4,4,5,4,5,5,4,3,4,4,4,3,3,4,4,3,3,3,3,4,3,4,2,3,3,2,3,2,3,4,2,3,3,4,4,3,4,3,3,3,112,28,21,20,25,18,10,13,18,15,19,17,14,19,17,13,31,30,30
2,4,2,3,4,1,2,1,2,9,2,,5,3,4,5,5,3,4,5,5,5,5,5,6,6,4,5,5,3,6,5,4,4,4,3,3,3,3,4,2,2,4,4,3,4,3,4,4,3,5,3,4,4,4,3,4,3,2,4,2,4,4,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,3,3,3,2,4,2,2,2,2,1,102,26,20,18,24,14,13,11,15,14,16,18,16,18,19,14,34,33,21
2,4,2,3,4,1,6,1,2,10,2,,5,2,4,5,2,2,4,5,3,6,5,4,5,5,4,6,6,4,4,4,5,5,3,2,2,2,3,4,2,4,1,1,1,1,4,4,4,4,4,1,1,3,4,2,2,4,2,4,1,3,4,3,4,1,1,4,1,4,1,1,4,2,4,1,1,2,1,3,3,2,2,3,4,3,3,3,95,20,22,19,19,15,9,13,4,16,9,8,9,18,20,6,17,26,26
2,4,2,3,4,2,6,1,4,10,1,,6,2,4,5,3,4,3,6,6,5,5,2,5,2,2,6,5,3,3,6,2,3,5,5,4,4,3,3,4,4,4,4,4,5,4,4,5,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,3,4,4,3,3,3,3,3,88,13,21,12,26,16,18,14,17,17,17,20,21,20,20,20,41,40,30
1,3,4,1,4,1,5,1,2,8,3,,6,3,3,4,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,2,3,2,3,2,2,2,4,3,2,3,4,4,4,4,4,4,2,4,5,4,1,4,4,4,4,1,5,4,4,4,4,5,5,4,4,1,4,3,4,3,2,4,5,3,4,4,3,4,3,4,3,4,3,99,21,21,23,21,13,10,10,12,16,15,22,19,21,19,9,41,28,32
1,3,4,3,4,2,2,1,4,4,5,10,5,2,5,2,3,2,3,5,3,4,4,3,3,3,3,5,6,3,2,3,4,2,3,3,3,3,4,3,5,4,3,3,3,4,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,4,3,4,3,3,3,75,13,19,15,13,15,12,16,13,10,12,16,16,15,15,14,32,29,29
1,4,4,2,4,3,6,1,5,3,3,,4,3,5,4,4,5,3,4,4,5,5,4,5,3,5,3,4,4,3,5,3,2,4,3,4,4,3,3,4,4,3,3,2,3,2,2,3,2,5,4,4,3,3,4,4,4,3,3,2,3,3,3,4,4,4,3,3,3,4,3,3,3,3,2,3,3,4,2,3,3,2,2,3,2,4,2,87,16,18,18,23,12,15,14,11,9,16,17,16,16,16,16,33,32,23
1,4,4,2,4,4,2,1,4,7,3,,5,3,6,4,6,5,5,5,5,5,6,6,5,7,4,5,5,5,6,6,6,7,4,5,3,4,1,2,1,2,4,3,3,4,3,3,4,3,5,4,5,5,3,2,3,4,3,1,1,2,3,3,2,2,3,4,2,3,1,1,4,2,2,1,2,4,4,5,3,4,5,5,5,5,5,4,117,32,21,23,25,16,16,6,14,13,19,11,14,19,11,7,25,18,41
1,4,4,3,2,1,6,1,4,7,5,6,5,4,5,5,6,4,5,5,5,6,5,5,5,5,5,5,5,4,4,5,5,4,4,4,3,3,1,2,3,3,4,4,4,3,3,4,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,3,3,4,2,2,4,3,3,2,2,3,3,4,4,3,5,4,5,5,5,5,107,24,21,23,24,15,14,9,15,13,11,12,15,16,15,10,27,25,40
1,4,4,3,4,1,2,1,4,6,5,9,5,3,5,6,3,5,3,5,5,5,5,4,5,4,4,5,5,3,3,5,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,95,18,20,16,26,15,12,13,13,13,12,16,17,15,15,15,33,30,30
1,2,4,2,4,1,2,2,2,7,2,,4,5,4,5,4,4,3,4,3,4,4,3,4,3,3,4,4,4,5,4,4,3,4,3,3,4,3,4,4,3,3,4,3,4,3,4,4,3,4,3,3,4,3,3,3,4,3,3,2,3,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3,2,4,3,3,2,3,4,3,4,3,3,85,18,16,19,20,12,14,14,14,14,14,15,17,14,16,14,32,30,28
1,3,4,2,4,1,6,2,2,2,5,7,4,3,6,7,4,5,4,5,5,4,6,6,7,2,1,6,6,2,3,5,3,3,5,5,4,3,3,3,4,4,5,5,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,3,3,2,4,4,5,5,4,5,5,4,4,5,5,5,4,4,4,3,3,4,3,3,3,4,2,4,4,3,97,18,20,13,29,17,17,14,18,13,16,18,21,21,19,19,39,38,30
1,4,4,3,2,5,4,2,1,2,2,,4,3,4,6,1,3,4,5,7,7,5,1,7,4,4,5,6,3,4,7,3,2,5,5,2,2,3,1,5,4,4,4,3,3,3,4,4,4,5,3,3,4,3,2,4,4,4,4,3,3,3,4,4,5,5,3,4,3,4,5,5,3,3,3,2,4,4,3,2,3,1,5,5,4,5,3,95,12,22,17,30,14,14,13,14,15,15,19,19,19,17,17,38,34,31
1,4,4,3,5,1,2,2,4,1,1,,4,3,6,4,4,5,4,5,5,6,5,3,6,3,2,5,6,3,3,6,3,3,3,2,2,2,3,3,4,4,3,3,4,3,5,3,4,4,5,4,5,5,3,3,4,4,4,3,2,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,5,3,94,16,21,15,26,16,9,14,13,16,19,20,20,19,17,15,40,32,32
2,3,4,3,2,4,4,1,2,9,5,5,2,2,4,5,2,4,4,4,4,3,3,2,3,2,2,2,4,2,4,4,4,2,3,3,3,3,4,4,3,4,4,4,3,3,5,2,5,4,5,5,5,5,2,1,1,3,4,2,1,3,3,4,4,2,2,4,3,3,1,1,3,4,1,1,1,4,1,3,2,2,1,1,5,1,1,1,68,12,12,14,20,10,12,15,14,16,20,8,16,17,12,6,24,18,17
2,4,4,4,4,3,2,1,4,9,1,,4,4,5,4,3,5,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,2,2,3,4,3,2,3,3,2,3,3,90,18,18,20,21,13,12,12,13,14,12,14,14,14,14,13,28,27,26
2,4,4,3,4,4,4,1,2,3,2,,6,2,6,5,3,5,3,5,5,5,5,4,5,4,3,4,5,3,4,5,3,4,4,4,4,4,2,2,2,2,4,3,3,3,4,4,4,4,4,4,4,4,2,3,3,2,2,2,3,3,2,3,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,2,4,2,4,1,5,1,94,19,21,14,25,15,16,8,13,16,16,15,15,13,14,14,30,28,25
2,4,4,2,2,2,7,2,1,4,2,,4,3,6,6,1,3,3,5,5,4,3,2,2,2,3,5,4,3,3,4,3,1,3,2,3,2,1,2,3,4,4,4,5,4,4,2,4,3,5,2,4,5,3,1,4,3,4,2,1,5,4,4,4,3,3,3,5,3,1,1,2,3,3,1,2,2,3,2,2,1,2,1,2,1,2,1,75,9,15,15,20,16,10,10,17,13,16,15,19,14,15,7,34,22,14
2,4,4,3,5,1,2,2,3,5,2,,6,2,6,5,2,4,4,4,4,5,5,3,4,4,3,5,6,3,3,3,4,3,3,2,1,3,4,3,3,3,4,4,3,3,3,3,4,3,4,3,4,3,3,2,3,3,3,3,1,3,3,3,2,1,3,3,4,2,3,4,3,3,2,1,3,3,4,3,4,2,4,1,5,1,5,1,88,15,22,16,20,15,9,13,14,13,14,16,17,15,12,8,33,20,26
2,4,4,3,5,3,8,2,2,1,2,,6,2,6,6,1,4,3,6,6,6,6,2,6,2,2,6,6,2,3,6,2,3,5,5,5,5,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,3,3,3,3,3,3,92,11,24,11,28,18,20,9,16,16,16,15,15,15,15,12,30,27,27
2,4,4,2,4,1,7,2,3,2,2,,7,4,6,6,7,5,5,5,6,7,7,6,6,7,6,6,6,4,5,6,6,7,3,3,4,3,1,3,2,4,2,2,4,4,3,4,4,5,5,4,4,5,4,1,4,4,4,4,1,4,4,4,4,2,3,4,4,4,2,3,4,4,4,1,3,4,3,5,5,4,5,5,5,5,5,5,130,32,27,25,29,17,13,10,12,16,18,17,19,20,20,7,36,27,44
2,4,4,3,2,1,7,2,2,4,1,,6,3,5,5,3,5,3,4,5,5,5,3,5,4,3,5,6,4,4,5,5,4,1,3,3,2,3,3,4,4,3,2,2,2,3,2,4,4,5,2,4,5,3,3,4,4,4,2,3,4,4,4,3,3,4,3,4,3,3,2,3,3,3,2,3,3,2,4,4,3,4,1,1,2,2,1,97,18,22,18,25,14,9,14,9,13,16,17,17,17,14,14,34,28,22
2,4,4,3,4,1,7,2,2,5,3,,4,4,5,4,3,5,3,5,5,5,4,4,5,4,3,4,5,5,3,4,3,4,3,3,3,3,3,3,2,2,4,4,3,3,5,4,4,5,5,3,3,4,4,2,2,4,3,3,1,3,4,4,5,1,3,5,3,4,2,3,5,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,91,18,18,18,23,14,12,10,14,18,15,14,16,21,19,7,30,26,28
